cartodb_id,the_geom,time,latitude,longitude,depth,mag,magtype,nst,gap,dmin,rms,net,id,updated,place,type
1572,0101000020E61000001D386744695562C035CD3B4ED1D14E40,2015-10-11 21:04:14+00,61.6392,-146.6691,18.4,2.2,ml,,,,0.82,ak,ak11736880,2015-10-16 23:34:31.572+00,"59km NNW of Valdez, Alaska",earthquake
555,0101000020E61000009DC420B072B05EC0AA1D0FC704674340,2015-10-15 18:37:20.12+00,38.8048333,-122.757,0.41,2.3,md,33,53,0.03009,0.04,nc,nc72537800,2015-10-16 23:55:05.432+00,"3km WSW of Cobb, California",earthquake
556,0101000020E6100000ACADD85F76C75DC09E5E29CB10C74340,2015-10-15 18:27:38.559+00,39.5552,-119.1166,11.6,1.6,ml,8,175.51,0.259,0.1145,nn,nn00514755,2015-10-16 15:17:36.062+00,"13km ESE of Fernley, Nevada",earthquake
822,0101000020E6100000271B6A6FCB4E5DC0E6FC5E549C054140,2015-10-14 17:02:35.06+00,34.0438333,-117.2311667,14.31,1.1,ml,56,49,0.09897,0.17,ci,ci37475656,2015-10-14 18:21:45.568+00,"3km E of Loma Linda, California",earthquake
823,0101000020E6100000FBBF8F0F9F7D5EC03108AC1C5AE44240,2015-10-14 17:00:56.62+00,37.784,-121.9628333,8.08,1.12,md,14,103,0.07835,0.05,nc,nc72536825,2015-10-17 02:54:25.42+00,"1km ENE of San Ramon, California",earthquake
817,0101000020E61000000F9C33A2B49F61C03C0AD7A3701D4E40,2015-10-14 17:14:53+00,60.23,-140.9908,5.4,1.5,ml,,,,0.68,ak,ak11739607,2015-10-14 18:11:49.676+00,"82km ENE of Cape Yakataga, Alaska",earthquake
1,0101000020E6100000BDF3D59F8E7D5EC051723DC049E44240,2015-10-18 01:26:35.82+00,37.7835007,-121.9618301,8.03,1.92,md,16,86,0.07907,0.04,nc,nc72539465,2015-10-18 01:28:14.62+00,"1km ENE of San Ramon, California",earthquake
2,0101000020E6100000C9602063C93F5DC0E2795F4B7E294140,2015-10-18 01:20:32.46+00,34.3241667,-116.9966667,2.68,1.05,ml,27,69,0.08809,0.23,ci,ci37477592,2015-10-18 01:24:25.431+00,"12km NW of Big Bear Lake, California",earthquake
3,0101000020E610000030F20DE008B55EC0A69201A08A6B4340,2015-10-18 01:20:15.12+00,38.840168,-122.8286667,1.88,2.2,md,14,87,0.04139,0.03,nc,nc72539445,2015-10-18 01:22:26.72+00,"9km WNW of Cobb, California",earthquake
4,0101000020E6100000058195438B8C5EC01C2E28C23C194740,2015-10-18 01:16:28.54+00,46.1971667,-122.196,1.407,-0.19,ml,6,213,0.004831,0.12,uw,uw61080047,2015-10-18 01:31:46.37+00,"37km NNE of Amboy, Washington",earthquake
5,0101000020E61000008104C58F312363C02CB29DEFA7F64D40,2015-10-18 01:07:36+00,59.927,-153.0998,110.4,2.7,ml,,,,0.63,ak,ak11742083,2015-10-18 01:30:49.167+00,"65km SSW of Redoubt Volcano, Alaska",earthquake
6,0101000020E61000008E7D2480F67D5EC00865D0BF13E54240,2015-10-18 01:07:32.43+00,37.7896652,-121.9681702,8.25,1.35,md,8,156,0.07173,0.04,nc,nc72539435,2015-10-18 01:09:09.67+00,"1km NE of San Ramon, California",earthquake
7,0101000020E6100000006A0F20E8B45EC07CF9F8DFA56B4340,2015-10-18 01:04:57.53+00,38.8409996,-122.8266678,1.84,2.36,md,18,88,0.04109,0.04,nc,nc72539430,2015-10-18 01:07:00.312+00,"9km WNW of Cobb, California",earthquake
8,0101000020E6100000BE7D1D3867F45DC05BD3BCE314F54440,2015-10-18 01:04:06.29+00,41.9147,-119.8188,35.4,2.3,ml,10,79.67,1.075,,nn,nn00515091,2015-10-18 01:06:39.059+00,"53km SE of Lakeview, Oregon",earthquake
9,0101000020E61000007CCD1720767D5EC046270120DDE44240,2015-10-18 01:02:23.13+00,37.7879982,-121.9603348,8.1,2.09,md,19,96,0.07521,0.06,nc,nc72539425,2015-10-18 01:03:59.85+00,"1km ENE of San Ramon, California",earthquake
1751,0101000020E61000003A92CB7F487562C0151DC9E53FBC4F40,2015-10-11 03:10:15+00,63.4707,-147.6651,18,0.8,ml,,,,0.61,ak,ak11736204,2015-10-16 23:33:38.937+00,"64km E of Cantwell, Alaska",earthquake
10,0101000020E61000005723168C254F5DC07D3F355EBA014140,2015-10-18 01:00:32.96+00,34.0135,-117.2366667,12.51,0.88,ml,25,55,0.1055,0.2,ci,ci37477584,2015-10-18 01:04:25.977+00,"4km SSE of Loma Linda, California",earthquake
11,0101000020E6100000CC9717601F7E5EC09F5912A0A6E44240,2015-10-18 00:59:20.34+00,37.786335,-121.970665,7.4,1.37,md,8,191,0.07445,0.06,nc,nc72539420,2015-10-18 01:01:03.17+00,"0km NE of San Ramon, California",earthquake
703,0101000020E6100000EA043411369A61C01DC9E53FA4074F40,2015-10-15 04:37:01+00,62.0597,-140.8191,-9.9,1.1,ml,,,,0.38,ak,ak11740080,2015-10-15 18:38:58.793+00,"180km SE of Tok, Alaska",earthquake
1028,0101000020E6100000C217265305EB62C009D7A3703DBA4F40,2015-10-14 03:29:07+00,63.455,-151.3444,0.2,2.4,ml,,,,1,ak,ak11739072,2015-10-14 08:34:31.106+00,"119km W of Cantwell, Alaska",earthquake
1168,0101000020E61000000D2DB29DEFE162C0ACADD85F76C74E40,2015-10-13 11:39:11+00,61.5583,-151.0605,63,1.7,ml,,,,0.45,ak,ak11738582,2015-10-13 13:14:09.195+00,"58km W of Big Lake, Alaska",earthquake
12,0101000020E6100000BDF3D59F8E7D5EC051723DC049E44240,2015-10-18 00:50:52.25+00,37.7835007,-121.9618301,8.32,1.49,md,10,104,0.07907,0.05,nc,nc72539410,2015-10-18 00:52:38.99+00,"1km ENE of San Ramon, California",earthquake
13,0101000020E6100000DD24068195935DC003098A1F631E4340,2015-10-18 00:49:18.859+00,38.2374,-118.306,7,2.5,ml,29,44.96,0.157,0.2565,nn,nn00515085,2015-10-18 01:16:41.12+00,"42km SE of Hawthorne, Nevada",earthquake
14,0101000020E6100000C66D3480B7BE614058A835CD3BBE4440,2015-10-18 00:47:39.72+00,41.4862,141.9599,54.02,4.8,mb,,119,1.04,0.96,us,us10003pg2,2015-10-18 01:08:24.962+00,"65km ENE of Mutsu, Japan",earthquake
15,0101000020E6100000F38E537424E75DC0143FC6DCB5EC4440,2015-10-18 00:42:51.378+00,41.8493,-119.6116,8.3,2.1,ml,7,182.06,0.172,0.1757,nn,nn00515080,2015-10-18 00:57:13.031+00,"71km ESE of Lakeview, Oregon",earthquake
16,0101000020E61000005C2041F163D462C0B8FC87F4DB074F40,2015-10-18 00:42:32+00,62.0614,-150.6372,16.8,1.8,ml,,,,0.63,ak,ak11742075,2015-10-18 00:59:35.363+00,"40km SW of Talkeetna, Alaska",earthquake
17,0101000020E61000007B25DA9FD57D5EC04C3F975FBCE44240,2015-10-18 00:35:02.93+00,37.7869987,-121.9661636,7.58,2.17,md,25,54,0.07472,0.1,nc,nc72539395,2015-10-18 00:54:20.767+00,"1km NE of San Ramon, California",earthquake
18,0101000020E610000005A3923A013165C080B74082E22F4A40,2015-10-18 00:32:52.15+00,52.3741,-169.5314,43.2,4.3,mb,,177,0.727,0.73,us,us10003pfz,2015-10-18 00:55:35.9+00,"77km SW of Nikolski, Alaska",earthquake
19,0101000020E6100000FCA9F1D24D5650C0C0EC9E3C2C643340,2015-10-18 00:31:51.8+00,19.3913,-65.3485,94,3.3,Md,5,248.4,1.07887666,0.1,pr,pr15291001,2015-10-18 00:51:33.762+00,"118km NNE of Vieques, Puerto Rico",earthquake
20,0101000020E6100000B84082E2C75450C02E90A0F831763340,2015-10-18 00:27:37.2+00,19.4617,-65.3247,85,3.4,Md,8,255.6,1.14894525,0.28,pr,pr15291000,2015-10-18 00:46:06.227+00,"126km NNE of Vieques, Puerto Rico",earthquake
21,0101000020E6100000F31FD26F5F3758C057EC2FBB276F4040,2015-10-18 00:17:36.71+00,32.8684,-96.8652,5,2.4,mb_lg,,63,0.025,0.72,us,us10003pfv,2015-10-18 01:12:09.505+00,"6km WNW of University Park, Texas",earthquake
22,0101000020E61000000C83E8FF8B7D5EC0EB2E9ADF7AE44240,2015-10-18 00:16:27.36+00,37.7849998,-121.9616699,7.55,1.99,md,20,97,0.07769,0.06,nc,nc72539385,2015-10-18 00:18:06.8+00,"1km ENE of San Ramon, California",earthquake
23,0101000020E61000009D85F35FD6AE5EC098993EE026614340,2015-10-17 23:50:08.82+00,38.7589989,-122.7318344,2.05,1.53,md,9,100,0.01825,0.04,nc,nc72539380,2015-10-17 23:51:44.52+00,"2km SE of The Geysers, California",earthquake
24,0101000020E61000003F575BB1BF6A62C03C2CD49AE63D5040,2015-10-17 23:39:49+00,64.9672,-147.3359,0.1,1.5,ml,,,,0.48,ak,ak11742062,2015-10-17 23:58:24.824+00,"20km NNE of Badger, Alaska",earthquake
25,0101000020E610000008CFDFDFFB7D5EC0DF1B430070E44240,2015-10-17 23:30:41.53+00,37.784668,-121.9684982,7.51,1.62,md,12,192,0.07648,0.05,nc,nc72539365,2015-10-17 23:32:18.64+00,"0km ENE of San Ramon, California",earthquake
26,0101000020E6100000AE47E17A146A5DC003824AA654F44140,2015-10-17 23:25:15.38+00,35.9088333,-117.6575,1.87,0.78,ml,13,88,0.03941,0.18,ci,ci37477536,2015-10-17 23:28:50.26+00,"23km E of Little Lake, California",earthquake
27,0101000020E6100000C798BB9690E75DC0A301BC0512EC4440,2015-10-17 23:21:07.933+00,41.8443,-119.6182,7.8,1.6,ml,7,182.14,0.172,0.1702,nn,nn00515069,2015-10-17 23:29:55.722+00,"71km ESE of Lakeview, Oregon",earthquake
28,0101000020E6100000EA95B20C71F262C05CDC460378CB4E40,2015-10-17 23:17:45+00,61.5896,-151.5763,73.7,1.8,ml,,,,0.69,ak,ak11741999,2015-10-17 23:43:18.605+00,"83km WSW of Willow, Alaska",earthquake
648,0101000020E6100000CE88D2DEE0C965C0D734EF3845F74940,2015-10-15 09:46:56+00,51.9318,-174.3087,45.4,3.8,ml,,,,0.88,ak,ak11740124,2015-10-15 18:39:59.815+00,"30km SSW of Atka, Alaska",earthquake
1104,0101000020E610000007F0164850E662C09D8026C2867F4E40,2015-10-13 18:55:09+00,60.9963,-151.1973,46.4,1.7,ml,,,,0.46,ak,ak11738742,2015-10-13 19:43:31.655+00,"34km N of Nikiski, Alaska",earthquake
29,0101000020E610000084701640420D5FC04D13B69F8C3E4440,2015-10-17 23:11:12.49+00,40.4886665,-124.2071686,20.88,1.73,md,8,253,0.09719,0.09,nc,nc72539360,2015-10-17 23:12:47.84+00,"8km W of Rio Dell, California",earthquake
30,0101000020E61000006744696FF02D66C08048BF7D1DE830C0,2015-10-17 23:08:59.81+00,-16.9067,-177.4356,34.4,4.7,mb,,125,4.389,0.93,us,us10003pfg,2015-10-17 23:37:47.825+00,"298km SSE of Sigave, Wallis and Futuna",earthquake
31,0101000020E610000026E4839ECDD262C0D8F0F44A59064F40,2015-10-17 23:05:20+00,62.0496,-150.5876,11.5,1.6,ml,,,,0.54,ak,ak11741997,2015-10-17 23:27:50.745+00,"39km SW of Talkeetna, Alaska",earthquake
32,0101000020E6100000ABDB341111A15DC083C0CAA145164140,2015-10-17 22:50:40.13+00,34.174,-118.5166667,10.76,1.36,ml,19,82,0.08478,0.16,ci,ci37477528,2015-10-17 22:54:57.81+00,"2km NW of Encino, California",earthquake
33,0101000020E610000029ED0DBE30196540D26F5F07CE4932C0,2015-10-17 22:47:09.44+00,-18.2883,168.7872,100.38,4.6,mb,,107,3.206,0.7,us,us10003pfb,2015-10-17 23:02:55.864+00,"78km SE of Port-Vila, Vanuatu",earthquake
34,0101000020E6100000B3DE14FBF0655DC0D34D621058014140,2015-10-17 22:46:56.53+00,34.0105,-117.5928333,16.21,2,ml,77,20,0.02659,0.2,ci,ci37477520,2015-10-17 22:57:45.75+00,"6km SE of Ontario, California",earthquake
35,0101000020E6100000FCBF8F0F9F115DC0E9263108AC744040,2015-10-17 22:41:37.42+00,32.9115,-116.2753333,5.15,1.05,ml,19,85,0.01988,0.18,ci,ci37477512,2015-10-17 22:45:33.191+00,"26km ENE of Pine Valley, California",earthquake
127,0101000020E610000048E17A14AE5B62C0AF94658863A54E40,2015-10-17 10:35:34+00,61.2921,-146.865,20.8,2.2,ml,,,,0.75,ak,ak11741466,2015-10-17 11:09:15.049+00,"33km WNW of Valdez, Alaska",earthquake
350,0101000020E61000008351499D80B862C0A6E8482EFF294F40,2015-10-16 14:22:05+00,62.3281,-149.7657,0.1,1.9,ml,,,,0.48,ak,ak11740754,2015-10-16 14:46:24.383+00,"17km E of Talkeetna, Alaska",earthquake
839,0101000020E610000096B20C71ACF562C055C1A8A44E204E40,2015-10-14 16:01:29+00,60.2524,-151.6773,78.3,2.1,ml,,,,0.72,ak,ak11739527,2015-10-14 17:02:46.994+00,"24km WSW of Cohoe, Alaska",earthquake
36,0101000020E6100000D0E11060C76A63C01A7629BF56173340,2015-10-17 22:34:38.55+00,19.0911674,-155.3368378,10.42,1.99,md,33,244,0.1346,0.28,hv,hv61068216,2015-10-17 22:37:38.43+00,"19km SE of Pahala, Hawaii",earthquake
37,0101000020E61000003FEE1120F97D5EC0139337C0CCE44240,2015-10-17 22:25:10.14+00,37.7874985,-121.9683304,8.21,2.28,md,35,54,0.07378,0.1,nc,nc72539345,2015-10-17 22:50:40.447+00,"1km NE of San Ramon, California",earthquake
38,0101000020E6100000956588635D1850C096218E7571EB3240,2015-10-17 22:19:47.1+00,18.9197,-64.3807,33,2.5,Md,5,288,0.19493442,0.25,pr,pr15290011,2015-10-18 00:05:03.146+00,"60km NNE of Road Town, British Virgin Islands",earthquake
39,0101000020E610000023C55B4219955DC04A383EA429BD4140,2015-10-17 22:10:12.37+00,35.4778333,-118.3296667,1.36,1.26,ml,16,123,0.1652,0.21,ci,ci37477496,2015-10-17 22:13:57.462+00,"19km SE of Bodfish, California",earthquake
40,0101000020E61000008B6BD7DF6D7D5EC0568AD3FF28E44240,2015-10-17 21:59:25.44+00,37.7825012,-121.9598312,8.09,2.32,md,30,54,0.08052,0.06,nc,nc72539330,2015-10-17 22:17:14.917+00,"1km E of San Ramon, California",earthquake
41,0101000020E6100000B9490C022BE75DC0EC2FBB270FEB4440,2015-10-17 21:53:51.431+00,41.8364,-119.612,6.4,1.4,ml,6,195.35,0.18,0.2208,nn,nn00515063,2015-10-17 22:17:30.314+00,"72km ESE of Lakeview, Oregon",earthquake
42,0101000020E6100000AC5516E0967D5EC02AF1CA3F44E44240,2015-10-17 21:47:08.17+00,37.7833328,-121.9623337,7.71,1.49,md,11,104,0.07911,0.04,nc,nc72539320,2015-10-17 21:48:42.3+00,"1km ENE of San Ramon, California",earthquake
43,0101000020E6100000CFA3E2FF0E7E5EC00EBB945FABE34240,2015-10-17 21:45:14.5+00,37.7786674,-121.9696655,7.47,2.92,md,11,173,0.08208,0.05,nc,nc72539315,2015-10-18 00:29:14.067+00,"0km E of San Ramon, California",earthquake
44,0101000020E61000002122EB5F487E5EC068D0D03FC1E34240,2015-10-17 21:45:05.78+00,37.779335,-121.9731674,7.62,2.79,md,26,88,0.08025,0.1,nc,nc72539310,2015-10-18 00:21:24.285+00,"0km E of San Ramon, California",earthquake
45,0101000020E61000003D0AD7A3704366C01D5A643BDF1F3EC0,2015-10-17 21:42:08.91+00,-30.1245,-178.1075,111.74,4.7,mb,,121,0.89,0.95,us,us10003pex,2015-10-17 22:04:39.951+00,"97km SSW of Raoul Island, New Zealand",earthquake
46,0101000020E61000001D5A643BDF0963C050FC1873D70A4E40,2015-10-17 21:29:20+00,60.0847,-152.3085,76.7,1.7,ml,,,,0.18,ak,ak11741921,2015-10-17 21:45:24.202+00,"43km NW of Anchor Point, Alaska",earthquake
47,0101000020E610000079FFC46D592F5DC0E8FAF48E09CE4040,2015-10-17 21:28:20.86+00,33.6096667,-116.7398333,13.59,0.53,ml,24,70,0.02577,0.26,ci,ci37477472,2015-10-17 21:32:14.769+00,"9km NW of Anza, California",earthquake
48,0101000020E610000092CB7F48BF3163C0C74B378941E84D40,2015-10-17 21:28:15+00,59.8145,-153.5546,147.6,2.3,ml,,,,1.21,ak,ak11741920,2015-10-17 22:00:35.227+00,"76km E of Old Iliamna, Alaska",earthquake
49,0101000020E610000029A913D0441C634082E2C798BB9614C0,2015-10-17 21:21:51.22+00,-5.1472,152.8834,50.63,4.5,mb,,120,1.19,0.57,us,us10003pet,2015-10-17 21:41:10.935+00,"77km SSW of Taron, Papua New Guinea",earthquake
50,0101000020E61000008B6BD7DF6D7D5EC0568AD3FF28E44240,2015-10-17 21:19:18.38+00,37.7825012,-121.9598312,7.71,1.82,md,13,105,0.08052,0.04,nc,nc72539300,2015-10-17 21:20:52.52+00,"1km E of San Ramon, California",earthquake
51,0101000020E6100000A779C7293A24654050FC1873D73234C0,2015-10-17 21:02:32.41+00,-20.1986,169.1321,59.01,5.2,mb,,85,1.64,0.97,us,us10003pem,2015-10-17 21:20:33.548+00,"73km S of Isangel, Vanuatu",earthquake
52,0101000020E61000009D1BE43FEE7D5EC00E8FB39F7BE54240,2015-10-17 20:51:06.09+00,37.7928352,-121.9676666,7.05,1.24,md,8,98,0.0688,0.04,nc,nc72539280,2015-10-17 20:52:42.1+00,"1km NNE of San Ramon, California",earthquake
53,0101000020E6100000EA95B20C711A63408CDB68006F8114C0,2015-10-17 20:44:55.58+00,-5.1264,152.8263,64.16,5.3,mb,,49,1.14,1.06,us,us10003pei,2015-10-17 21:03:31.137+00,"76km SSW of Taron, Papua New Guinea",earthquake
54,0101000020E6100000BDF3D59F8E7D5EC0840607205AE44240,2015-10-17 20:44:50.67+00,37.7840004,-121.9618301,7.45,1.77,md,15,103,0.0786,0.03,nc,nc72539270,2015-10-17 20:46:27.28+00,"1km ENE of San Ramon, California",earthquake
55,0101000020E610000083AA2C65F42A5DC091C140C692274140,2015-10-17 20:36:53.43+00,34.3091667,-116.6711667,0.07,1.06,ml,17,69,0.07472,0.21,ci,ci37477464,2015-10-17 20:40:56.451+00,"17km ENE of Big Bear City, California",earthquake
56,0101000020E6100000D42B6519E27C50C0F775E09C11F53140,2015-10-17 20:34:49.6+00,17.9573,-65.9513,12,2.3,Md,3,212.4,0.14822202,0.05,pr,pr15290010,2015-10-18 00:03:52.761+00,"4km SE of Lamboglia, Puerto Rico",earthquake
57,0101000020E61000001AC05B20417D62C01895D40968225040,2015-10-17 20:28:20+00,64.5376,-147.9142,13.3,0.8,ml,,,,0.12,ak,ak11741857,2015-10-17 20:43:10.087+00,"34km SSW of Fairbanks, Alaska",earthquake
58,0101000020E610000073942820927E5EC0CDD545C0D7E44240,2015-10-17 20:03:31.07+00,37.7878342,-121.9776688,6.82,1.53,md,8,202,0.07187,0.03,nc,nc72539250,2015-10-17 20:05:07.35+00,"0km N of San Ramon, California",earthquake
59,0101000020E61000005340DAFF807D5EC0E333D93F4FE44240,2015-10-17 20:01:50.94+00,37.7836685,-121.9609985,7.67,1.98,md,17,86,0.07912,0.05,nc,nc72539245,2015-10-17 21:13:29.342+00,"1km ENE of San Ramon, California",earthquake
60,0101000020E6100000A9752C00D7B35EC078D89F1FA1D44340,2015-10-17 19:44:06.6+00,39.6611671,-122.8099976,5.72,1.67,md,11,98,0.07289,0.04,nc,nc72539240,2015-10-17 19:45:42.97+00,"40km ESE of Covelo, California",earthquake
61,0101000020E6100000972F2FC03EB45EC0A13C3D00F3D44340,2015-10-17 19:41:57.78+00,39.6636658,-122.81633,4.64,2.65,md,21,42,0.078,0.08,nc,nc72539235,2015-10-17 20:13:05.146+00,"39km ESE of Covelo, California",earthquake
62,0101000020E6100000C40A1236171A5DC0B3C876BE9FA24040,2015-10-17 19:25:30.44+00,33.2705,-116.4076667,0.81,0.9,ml,14,82,0.1504,0.29,ci,ci37477440,2015-10-17 19:29:25.034+00,"3km WNW of Borrego Springs, California",earthquake
63,0101000020E6100000EEEBC039233663C09EEFA7C64BF74D40,2015-10-17 19:06:19+00,59.932,-153.6918,192.2,2.6,ml,,,,0.71,ak,ak11741788,2015-10-17 19:26:26.9+00,"71km ENE of Old Iliamna, Alaska",earthquake
64,0101000020E61000003857DE9F1C7E5EC0D5D0066003E54240,2015-10-17 18:56:01.69+00,37.7891655,-121.9704971,9.05,2.03,md,26,54,0.07173,0.06,nc,nc72539225,2015-10-17 20:29:38.629+00,"1km NNE of San Ramon, California",earthquake
65,0101000020E61000006519E25817E75DC0EA04341136EC4440,2015-10-17 18:53:27.899+00,41.8454,-119.6108,8.4,1.6,ml,6,182.39,0.175,0.1859,nn,nn00515045,2015-10-17 19:42:44.599+00,"71km ESE of Lakeview, Oregon",earthquake
66,0101000020E61000000AB5A679C7BD5CC0DFE00B93A9AA4240,2015-10-17 18:50:21.025+00,37.3333,-114.9653,4.1,1.5,ml,20,148.8,0.1,0.265,nn,nn00515044,2015-10-17 19:36:33.682+00,"17km E of Alamo, Nevada",earthquake
67,0101000020E61000002063EE5A420663C060764F1E162A4E40,2015-10-17 18:45:34+00,60.3288,-152.1956,35,2,ml,,,,1.75,ak,ak11741779,2015-10-17 19:10:15.311+00,"34km ESE of Redoubt Volcano, Alaska",earthquake
68,0101000020E61000005F29CB10C7965DC0F2B0506B9A374340,2015-10-17 18:40:32.708+00,38.4344,-118.3559,2.1,0.7,ml,5,119.49,0.015,0.1037,nn,nn00515047,2015-10-17 19:24:03.296+00,"25km ESE of Hawthorne, Nevada",earthquake
69,0101000020E6100000986E1283C04E66403108AC1C5AE44940,2015-10-17 18:24:12+00,51.784,178.461,108.7,3.2,ml,,,,0.62,ak,ak11741774,2015-10-17 19:58:17.145+00,"18km S of Little Sitkin Island, Alaska",earthquake
70,0101000020E6100000F5B9DA8AFDB962C0506B9A779CD24E40,2015-10-17 18:22:38+00,61.6454,-149.8122,49.9,1.6,ml,,,,0.26,ak,ak11741772,2015-10-17 18:54:48.35+00,"1km N of Houston, Alaska",earthquake
71,0101000020E61000004AF663EE35535DC060B994A938EB4040,2015-10-17 18:18:39.9+00,33.8376667,-117.3001667,0.25,1.31,ml,9,162,0.3163,0.27,ci,ci37477432,2015-10-17 18:22:41.432+00,"1km NW of Mead Valley, California",earthquake
72,0101000020E6100000DE02098A1F3164C06688635DDC2E4B40,2015-10-17 18:17:00+00,54.3661,-161.5351,25.7,2.4,ml,,,,0.52,ak,ak11741771,2015-10-17 19:57:38.634+00,"118km SE of Cold Bay, Alaska",earthquake
73,0101000020E61000006744696FF0A962C0A245B6F3FDDC4F40,2015-10-17 18:06:54+00,63.7265,-149.3106,110,1.4,ml,,,,0.48,ak,ak11741720,2015-10-17 18:23:47.849+00,"22km SW of Healy, Alaska",earthquake
74,0101000020E61000009883FB5C480E5DC062105839B4F04040,2015-10-17 18:03:48.87+00,33.8805,-116.2231667,2.43,0.82,ml,23,78,0.06102,0.22,ci,ci37477416,2015-10-17 18:07:45.371+00,"17km ENE of Thousand Palms, California",earthquake
75,0101000020E610000012F241CF66BD5CC017B7D100DEAA4240,2015-10-17 17:58:19.667+00,37.3349,-114.9594,3.3,1.4,ml,21,194.89,0.102,0.193,nn,nn00515039,2015-10-17 18:12:11.705+00,"18km E of Alamo, Nevada",earthquake
76,0101000020E610000075931804568E54C0830D4FAF944545C0,2015-10-17 17:52:22.5+00,-42.5436,-82.224,8.77,5.1,mb,,142,6.619,1.11,us,us10003pdi,2015-10-17 18:10:33.118+00,West Chile Rise,earthquake
77,0101000020E61000000E9C33A2B4E75DC02AA913D044F04440,2015-10-17 17:49:10.112+00,41.8771,-119.6204,12,1.6,ml,6,191.69,0.15,,nn,nn00515036,2015-10-17 17:51:21.161+00,"69km ESE of Lakeview, Oregon",earthquake
78,0101000020E6100000726891ED7C7B62C0F4DBD78173EE4E40,2015-10-17 17:41:56+00,61.8629,-147.859,39.7,1.4,ml,,,,0.62,ak,ak11741717,2015-10-17 17:53:08.978+00,"52km E of Sutton-Alpine, Alaska",earthquake
79,0101000020E6100000AAF1D24D62405DC04C37894160954240,2015-10-17 17:40:53.6+00,37.167,-117.006,14.9,0.9,ml,12,163.84,0.17,,nn,nn00515034,2015-10-17 17:42:25.395+00,"36km NW of Beatty, Nevada",earthquake
80,0101000020E6100000DD02098A1FCD62C0F753E3A59BC44E40,2015-10-17 17:37:00+00,61.536,-150.4101,52.8,1.9,ml,,,,0.71,ak,ak11741714,2015-10-17 18:08:15.611+00,"24km W of Big Lake, Alaska",earthquake
81,0101000020E6100000F968CC7F23345DC0D7CFACB6ACCD4040,2015-10-17 17:30:50.32+00,33.6068333,-116.8146667,9.31,0.5,ml,19,68,0.03603,0.15,ci,ci37477408,2015-10-17 17:34:37.052+00,"14km WNW of Anza, California",earthquake
82,0101000020E610000029B91EE0246E5EC05620C4DF40DF4240,2015-10-17 17:29:02.55+00,37.7441673,-121.7210007,2.99,1.4,md,5,228,0.2727,0.14,nc,nc72539190,2015-10-17 17:30:37.6+00,"8km NNE of Livermore, California",earthquake
83,0101000020E610000045AEE5DF787D5EC0922BAB9FEDE44240,2015-10-17 17:07:23.87+00,37.7885017,-121.9605026,8.32,2.23,md,27,55,0.07469,0.05,nc,nc72539175,2015-10-17 21:53:09.882+00,"1km ENE of San Ramon, California",earthquake
84,0101000020E6100000B808E7AE00A95DC083C0CAA1454E4140,2015-10-17 16:47:32.95+00,34.6115,-118.6406667,9.17,1.49,ml,31,58,0.06839,0.21,ci,ci37477384,2015-10-17 16:51:38.614+00,"14km N of Castaic, California",earthquake
85,0101000020E610000069006F8104C950C04AC8073D9B153240,2015-10-17 16:42:34.9+00,18.0844,-67.1409,22,1.9,Md,7,154.8,0.08354332,0.25,pr,pr15290009,2015-10-17 19:48:20.05+00,"0km ESE of Cabo Rojo, Puerto Rico",earthquake
86,0101000020E6100000158C4AEA040663C051B81E85EB014E40,2015-10-17 16:35:14+00,60.015,-152.1881,70.6,1.8,ml,,,,0.39,ak,ak11741683,2015-10-17 16:53:14.471+00,"33km NW of Anchor Point, Alaska",earthquake
87,0101000020E6100000FD87F4DBD74963C05227A089B0894F40,2015-10-17 16:35:03+00,63.0757,-154.3076,0.1,1.5,ml,,,,0.71,ak,ak11741681,2015-10-17 16:53:16.094+00,"66km ENE of McGrath, Alaska",earthquake
88,0101000020E6100000CC9717601F7E5EC0CDD545C0D7E44240,2015-10-17 16:27:51+00,37.7878342,-121.970665,8.94,2.36,md,15,105,0.07299,0.05,nc,nc72539155,2015-10-17 16:49:39.14+00,"1km NE of San Ramon, California",earthquake
89,0101000020E6100000A857CA32C44B63C08A8EE4F21F8A4F40,2015-10-17 16:27:38+00,63.0791,-154.3677,0.4,1.9,ml,,,,0.78,ak,ak11741679,2015-10-17 16:53:15.403+00,"63km ENE of McGrath, Alaska",earthquake
90,0101000020E61000007B25DA9FD57D5EC0922BAB9FEDE44240,2015-10-17 16:25:47.67+00,37.7885017,-121.9661636,9.03,1.8,md,17,99,0.07328,0.05,nc,nc72539140,2015-10-17 16:27:26.56+00,"1km NE of San Ramon, California",earthquake
91,0101000020E6100000550E2DB29D275DC00A03E0E9DFB84040,2015-10-17 16:25:14.8+00,33.4443333,-116.619,9.19,0.4,ml,17,114,0.05216,0.14,ci,ci37477376,2015-10-17 16:29:07.215+00,"13km SSE of Anza, California",earthquake
92,0101000020E6100000A54E401361AF5DC0BDE3141DC9BD4240,2015-10-17 16:24:40.414+00,37.4827,-118.7403,2.8,0.3,ml,9,137.47,0.015,0.1321,nn,nn00515026,2015-10-17 23:03:33.451+00,"27km SE of Mammoth Lakes, California",earthquake
