cartodb_id,the_geom,time,latitude,longitude,depth,mag,magtype,nst,gap,dmin,rms,net,id,updated,place,type
1529,0101000020E6100000D363004DA9B85DC0B19DEFA7C6CB4240,2015-10-12 00:51:51.68+00,37.592,-118.8853333,2.53,0.49,md,12,181,0.03113,0.02,nc,nc72535460,2015-10-15 01:39:56.71+00,"9km SE of Mammoth Lakes, California",earthquake
1530,0101000020E610000049F663EE35335EC04E36D4DE96C54140,2015-10-12 00:51:33.82+00,35.5436667,-120.8001667,3.85,0.71,md,15,72,0.08741,0.08,nc,nc72535455,2015-10-17 00:16:09.49+00,"8km W of Templeton, California",earthquake
1531,0101000020E61000008B6CE7FBA9CD50C05F07CE19513A3240,2015-10-12 00:45:43.2+00,18.2278,-67.2135,106,2.8,Md,7,226.8,0.13115403,0.25,pr,pr15285001,2015-10-12 08:48:50.573+00,"7km SSW of La Playa, Puerto Rico",earthquake
1532,0101000020E61000000E2DB29DEF0F50C0E63FA4DFBECE3240,2015-10-12 00:29:44.9+00,18.8076,-64.249,38,2.8,Md,10,327.6,0.11049278,0.07,pr,pr15285000,2015-10-12 08:32:18.401+00,"58km NE of Road Town, British Virgin Islands",earthquake
1533,0101000020E61000003D0AD7A370FD5DC067D5E76A2BAE4340,2015-10-12 00:27:50.275+00,39.3607,-119.96,5.4,0.3,ml,3,220.31,0.09,0.0158,nn,nn00514389,2015-10-16 15:21:22.15+00,"12km N of Incline Village, Nevada",earthquake
1534,0101000020E6100000772D211FF4DC62C0E07A14AE47B94E40,2015-10-12 00:20:56+00,61.4475,-150.9048,64.2,1.6,ml,,,,0.18,ak,ak11741242,2015-10-16 23:48:16.101+00,"51km W of Big Lake, Alaska",earthquake
1535,0101000020E6100000C4FEB27BF2A45DC0AE47E17A145E4340,2015-10-12 00:15:11.042+00,38.735,-118.5773,8.7,1.1,ml,11,108.21,0.115,0.1201,nn,nn00514366,2015-10-16 15:20:14.375+00,"23km N of Hawthorne, Nevada",earthquake
1536,0101000020E610000096B20C71ACA35DC04B598638D65D4340,2015-10-12 00:13:23.761+00,38.7331,-118.5574,11.8,0.5,ml,7,120.46,0.109,0.0874,nn,nn00514388,2015-10-16 15:21:16.166+00,"23km NNE of Hawthorne, Nevada",earthquake
1537,0101000020E6100000713D0AD7A3945EC0996D5D20F71A4340,2015-10-12 00:10:51.07+00,38.2106667,-122.3225,8.2,0.95,md,19,88,0.02853,0.09,nc,nc72535445,2015-10-17 00:16:07.69+00,"6km NW of American Canyon, California",earthquake
1538,0101000020E6100000705F07CE19A55DC02EFF21FDF65D4340,2015-10-12 00:09:05.3+00,38.7341,-118.5797,7.1,2.6,ml,28,63.57,0.115,0.1464,nn,nn00514365,2015-10-16 15:24:24.421+00,"24km NNE of Hawthorne, Nevada",earthquake
1539,0101000020E610000025F0E258F27B58C012578451FF864240,2015-10-12 00:08:52.64+00,37.0546667,-97.9366667,5.98,2.2,ml,19,77,0.07453,0.06,ismpkansas,ismpkansas70143243,2015-10-13 18:14:55.058+00,"13km SE of Anthony, Kansas",earthquake
1540,0101000020E61000006891ED7C3FA55DC066F7E461A15E4340,2015-10-12 00:06:39.809+00,38.7393,-118.582,7.4,2.2,ml,26,82.69,0.121,0.155,nn,nn00514364,2015-10-16 15:23:36.785+00,"24km N of Hawthorne, Nevada",earthquake
1541,0101000020E6100000AB06BC27EA7B58C09CF05C2915874240,2015-10-11 23:46:45.44+00,37.0553333,-97.9361667,4.47,2.11,ml,10,106,0.07377,0.05,ismpkansas,ismpkansas70143898,2015-10-13 18:06:14.42+00,"13km SE of Anthony, Kansas",earthquake
1542,0101000020E61000006E1283C0CA7958C0925CFE43FA854240,2015-10-11 23:46:16.27+00,37.0467,-97.903,5.49,3,mb_lg,,61,0.066,0.68,us,us10003mwn,2015-10-13 17:57:43.44+00,"16km SE of Anthony, Kansas",earthquake
1543,0101000020E610000075E09C11A56B62C0F90FE9B7AF235040,2015-10-11 23:43:48+00,64.5576,-147.3639,11.1,0.6,ml,,,,0.65,ak,ak11736949,2015-10-16 23:33:32.24+00,"18km SW of Eielson Air Force Base, Alaska",earthquake
1544,0101000020E61000008616D9CEF78F5EC0A444019134354340,2015-10-11 23:38:38.37+00,38.4156667,-122.2495,9.98,1.52,md,19,137,0.1376,0.07,nc,nc72535425,2015-10-15 01:39:27.14+00,"9km E of Yountville, California",earthquake
1580,0101000020E6100000462575029AB262C0DAACFA5C6D015040,2015-10-11 20:13:42+00,64.0223,-149.5813,144.6,1.8,ml,,,,0.35,ak,ak11736865,2015-10-16 23:34:33.103+00,"35km WNW of Healy, Alaska",earthquake
1545,0101000020E6100000386744696F5266C054C1A8A44E6031C0,2015-10-11 23:38:20.89+00,-17.3762,-178.5761,513.51,4.7,mb,,57,3.236,0.98,us,us10003mwm,2015-10-12 07:41:04.828+00,"241km ESE of Lambasa, Fiji",earthquake
1546,0101000020E61000009983FB5C48665EC08D6B3299E0114840,2015-10-11 23:31:47.68+00,48.1396667,-121.5981667,6.511,0.75,md,9,98,0.2274,0.19,uw,uw61077027,2015-10-12 17:52:22.08+00,"12km S of Darrington, Washington",earthquake
1547,0101000020E6100000EA95B20C713262C0BB270F0BB56A5040,2015-10-11 23:26:54+00,65.6673,-145.5763,4.3,1.2,ml,,,,0.78,ak,ak11736948,2015-10-16 23:33:47.047+00,"46km WNW of Circle Hot Springs Station, Alaska",earthquake
1548,0101000020E6100000F4B9DA8AFD6162C04E1E166A4D035040,2015-10-11 23:24:09+00,64.0516,-147.0622,11.6,0.8,ml,,,,0.47,ak,ak11736947,2015-10-16 23:33:46.361+00,"53km S of Salcha, Alaska",earthquake
1549,0101000020E61000001283C0CAA1A15DC0A2197A7A5BB64240,2015-10-11 23:19:59.3+00,37.4246667,-118.5255,10.02,1.68,md,37,96,0.07703,0.07,nc,nc72535420,2015-10-16 23:55:56.93+00,"9km NW of West Bishop, California",earthquake
1550,0101000020E6100000A1B437F8C21663C01E166A4DF31E4E40,2015-10-11 23:16:08+00,60.2418,-152.7113,107.9,1.9,ml,,,,0.38,ak,ak11736945,2015-10-16 23:33:31.549+00,"27km S of Redoubt Volcano, Alaska",earthquake
1551,0101000020E6100000E2BB390172735DC039888CFD1B314040,2015-10-11 23:08:41.31+00,32.3836667,-117.8038333,5.82,2.26,ml,15,293,0.6462,0.27,ci,ci37474472,2015-10-12 16:50:56.341+00,"67km WSW of Coronado, California",earthquake
1552,0101000020E6100000431CEBE236AE57C0492EFF21FDF63040,2015-10-11 23:06:19.59+00,16.9648,-94.7221,170.67,4.4,mb,,132,2.569,0.65,us,us10003mwj,2015-10-12 07:08:54.254+00,"34km ENE of Matias Romero, Mexico",earthquake
1553,0101000020E61000008251499D80DE62C03108AC1C5A2C5040,2015-10-11 23:02:45+00,64.693,-150.9532,7.4,1,ml,,,,0.5,ak,ak11741234,2015-10-16 23:34:30.836+00,"37km SSW of Manley Hot Springs, Alaska",earthquake
1554,0101000020E6100000E4D022DBF9525DC0C32165D531F94040,2015-10-11 22:45:12.99+00,33.9468333,-117.2965,7.21,0.84,ml,15,113,0.03643,0.21,ci,ci37474464,2015-10-12 13:05:40.948+00,"7km WNW of Moreno Valley, California",earthquake
1555,0101000020E610000063EE5A423EB462C035AB3E575B694F40,2015-10-11 22:32:58+00,62.8231,-149.6326,70,1.4,ml,,,,0.58,ak,ak11736943,2015-10-16 23:33:30.865+00,"60km NNE of Talkeetna, Alaska",earthquake
1556,0101000020E61000005624CBEEEEB65DC0032AD2B30FCF4240,2015-10-11 22:26:15.75+00,37.6176667,-118.8583333,2.58,0.12,md,9,124,0.0039,0.01,nc,nc72535415,2015-10-15 01:39:24.68+00,"10km ESE of Mammoth Lakes, California",earthquake
1557,0101000020E6100000A0257E7BCD7363C0CD2445BF116A3340,2015-10-11 22:23:54.92+00,19.4143333,-155.6188333,3.142,1.32,md,16,81,0.01419,0.17,hv,hv61059576,2015-10-13 23:18:19.8+00,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
1558,0101000020E6100000EC51B81E853F5DC0643BDF4F8DFF4040,2015-10-11 22:19:48.05+00,33.9965,-116.9925,16.11,0.41,ml,21,77,0.06801,0.13,ci,ci37474456,2015-10-12 17:13:08.009+00,"6km E of Calimesa, California",earthquake
1559,0101000020E610000066F7E461A1DC62C0462575029AC04F40,2015-10-11 22:18:36+00,63.5047,-150.8947,16.3,1.2,ml,,,,0.81,ak,ak11736942,2015-10-16 23:34:32.392+00,"97km W of Cantwell, Alaska",earthquake
1560,0101000020E61000009A99999999855CC0E6FC5E549C354640,2015-10-11 22:14:38.96+00,44.4188333,-114.0875,10.62,1.8,ml,8,99,0.501,0.12,mb,mb80101644,2015-10-12 18:06:02.49+00,"14km SE of Challis, Idaho",earthquake
1561,0101000020E6100000181AF44A7E6158C07467DC8AB3874240,2015-10-11 22:04:30.82+00,37.0601667,-97.5233333,6.23,2.23,ml,21,107,0.05962,0.04,ismpkansas,ismpkansas70143208,2015-10-13 17:24:41.06+00,"8km ENE of Caldwell, Kansas",earthquake
1562,0101000020E61000008957FE2122AE5EC083948E28A36F4340,2015-10-11 21:59:43.01+00,38.8721667,-122.7208333,1.39,1.53,md,13,84,0.01108,0.1,nc,nc72535410,2015-10-14 21:28:04.44+00,"5km N of Cobb, California",earthquake
1563,0101000020E6100000A913D044D8E85DC03EE8D9ACFAEC4440,2015-10-11 21:32:40.911+00,41.8514,-119.6382,7.1,0.5,ml,5,224.56,0.156,0.1487,nn,nn00514445,2015-10-12 18:45:19.993+00,"69km ESE of Lakeview, Oregon",earthquake
1564,0101000020E6100000933A014D840B63C069006F81047D4E40,2015-10-11 21:25:45+00,60.9767,-152.3599,106.3,1.5,ml,,,,0.4,ak,ak11741231,2015-10-16 23:34:29.819+00,"58km NNE of Redoubt Volcano, Alaska",earthquake
1565,0101000020E6100000371AC05B20356040091B9E5E294B08C0,2015-10-11 21:24:29.41+00,-3.0367,129.6602,5.87,4.7,mb,,105,2.587,1.06,us,us10003mw3,2015-10-12 05:27:15.899+00,"88km ENE of Amahai, Indonesia",earthquake
1566,0101000020E610000062FAB9FC626158C0F0D302C5D9874240,2015-10-11 21:24:07.62+00,37.0613333,-97.5216667,6.06,2.05,ml,20,107,0.05976,0.04,ismpkansas,ismpkansas70143188,2015-10-12 21:21:00.387+00,"8km ENE of Caldwell, Kansas",earthquake
1567,0101000020E61000004B2C3AA3B77363C0ED24C742196D3340,2015-10-11 21:20:56.64+00,19.4261667,-155.6161667,2.562,1.39,md,15,101,0.02568,0.15,hv,hv61059511,2015-10-14 00:42:23.46+00,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
1568,0101000020E61000007A36AB3E576763C0DE4F8D976EA24C40,2015-10-11 21:14:22+00,57.269,-155.2294,62.9,2.3,ml,,,,0.21,ak,ak11741230,2015-10-16 23:34:28.259+00,"81km WSW of Larsen Bay, Alaska",earthquake
1569,0101000020E61000001B2FDD2406E362C0790B24287EBC4E40,2015-10-11 21:14:14+00,61.4726,-151.0945,77.1,1.4,ml,,,,0.51,ak,ak11741229,2015-10-16 23:34:27.608+00,"60km W of Big Lake, Alaska",earthquake
1570,0101000020E610000028722DFF46205EC02705CC327ABB4840,2015-10-11 21:13:54.03+00,49.4646667,-120.5043333,0.02,1.66,md,4,231,0.5986,0.33,uw,uw61076987,2015-10-11 21:33:24.41+00,"0km NNE of Princeton, Canada",explosion
1571,0101000020E6100000790B24287EEC5DC0B515FBCBEE094440,2015-10-11 21:04:39.151+00,40.0776,-119.6952,16.5,0.5,ml,6,232.89,0.166,0.1005,nn,nn00514355,2015-10-11 22:46:39.473+00,"47km N of Spanish Springs, Nevada",earthquake
1573,0101000020E61000005624CBEEEE7E58C0435F306E599B4240,2015-10-11 21:02:21.08+00,37.2136667,-97.9833333,4.3,2.53,ml,15,72,0.01636,0.06,ismpkansas,ismpkansas70143168,2015-10-12 21:08:58.937+00,"7km NNE of Anthony, Kansas",earthquake
1574,0101000020E6100000F73D45694ABD5DC0DBF97E6ABC644140,2015-10-11 21:00:49.86+00,34.787,-118.9576667,13.76,1.3,ml,25,63,0.01522,0.18,ci,ci37474448,2015-10-12 20:13:41.632+00,"4km SSW of Frazier Park, California",earthquake
1575,0101000020E61000009CAE827321BD5DC013AFFC4344644140,2015-10-11 20:57:37.28+00,34.7833333,-118.9551667,13.99,1.45,ml,27,77,0.01423,0.18,ci,ci37474440,2015-10-12 20:07:33.257+00,"4km SSW of Frazier Park, California",earthquake
1576,0101000020E6100000CF0DF21FF77E58C025068195439B4240,2015-10-11 20:50:50.17+00,37.213,-97.9838333,4.1,1.81,ml,15,71,0.01713,0.06,ismpkansas,ismpkansas70143178,2015-10-12 20:59:30.35+00,"7km NNE of Anthony, Kansas",earthquake
1577,0101000020E61000005839B4C8763863C01283C0CAA1E54D40,2015-10-11 20:45:57+00,59.794,-153.7645,152,3.4,ml,,,,0.55,ak,ak11736867,2015-10-16 23:37:02.465+00,"64km E of Old Iliamna, Alaska",earthquake
1578,0101000020E6100000B515FBCBEE115DC09BE61DA7E8584240,2015-10-11 20:37:42.779+00,36.6946,-116.2802,8.6,-0.1,ml,6,185.73,0.064,0.0733,nn,nn00514470,2015-10-12 20:57:14.333+00,"48km ESE of Beatty, Nevada",earthquake
1579,0101000020E6100000B05CCA549C2D5DC017D9CEF753CB4040,2015-10-11 20:29:20.32+00,33.5885,-116.7126667,2.84,0.16,ml,17,83,0.03088,0.08,ci,ci37474432,2015-10-12 19:58:25.042+00,"5km NW of Anza, California",earthquake
1581,0101000020E61000001283C0CAA11D61C0847CD0B359554F40,2015-10-11 20:13:21+00,62.6668,-136.926,24.4,1.7,ml,,,,0.32,ak,ak11741225,2015-10-16 23:34:26.772+00,"115km SSW of Mayo, Canada",earthquake
1582,0101000020E61000002041F163CCE962C0CEAACFD556A44F40,2015-10-11 19:43:52+00,63.2839,-151.3062,8.5,1.1,ml,,,,0.65,ak,ak11736864,2015-10-16 23:34:35.513+00,"118km W of Cantwell, Alaska",earthquake
1583,0101000020E6100000BA490C022B335DC0358AF6C2AEF04040,2015-10-11 19:42:14.14+00,33.8803333,-116.7995,15.41,0.83,ml,49,53,0.04666,0.14,ci,ci37474424,2015-10-12 19:55:21.026+00,"4km SSW of Cabazon, California",earthquake
1584,0101000020E6100000FBCBEEC9C37C62C0C1CAA145B6635040,2015-10-11 19:41:39+00,65.558,-147.8989,3,1.9,ml,,,,0.85,ak,ak11736861,2015-10-16 23:34:34.843+00,"78km N of College, Alaska",earthquake
1585,0101000020E61000000DBE30992AE062C05F29CB10C7824F40,2015-10-11 19:02:49+00,63.0217,-151.0052,124,1.4,ml,,,,0.33,ak,ak11741222,2015-10-16 23:34:25.432+00,"90km NNW of Talkeetna, Alaska",earthquake
1586,0101000020E6100000BA490C022B1563C0FD65F7E461214E40,2015-10-11 18:58:03+00,60.2608,-152.6615,12.3,1.4,ml,,,,0.46,ak,ak11736806,2015-10-16 23:34:37.302+00,"25km S of Redoubt Volcano, Alaska",earthquake
1587,0101000020E6100000584F5205C85D56C00F59EE1692264240,2015-10-11 18:55:38.8+00,36.3013333,-89.4653333,4.92,1.49,md,9,106,0.004268,0.02,nm,nm60118686,2015-10-14 12:55:36.95+00,"4km NNE of Ridgely, Tennessee",earthquake
1588,0101000020E6100000FCBF8F0F9F855DC08D976E1283F04040,2015-10-11 18:50:27.47+00,33.879,-118.0878333,11.29,1.53,ml,39,63,0.03149,0.19,ci,ci37474416,2015-10-12 19:41:05.162+00,"2km NNW of Artesia, California",earthquake
1589,0101000020E6100000F9EDEBC039F75CC02D211FF46C664240,2015-10-11 18:48:28.778+00,36.8002,-115.8629,7.4,0.6,ml,18,227.81,0.122,0.1106,nn,nn00514335,2015-10-11 21:24:42.932+00,"66km N of Pahrump, Nevada",earthquake
1590,0101000020E61000005823168C25335DC09CC420B072F04040,2015-10-11 18:45:14.22+00,33.8785,-116.7991667,15.85,1.87,ml,78,21,0.03733,0.19,ci,ci37474408,2015-10-12 13:07:11.98+00,"4km SSW of Cabazon, California",earthquake
1591,0101000020E610000035CD3B4ED18962C0898EE4F21F7A4F40,2015-10-11 18:42:53+00,62.9541,-148.3068,68.7,1.5,ml,,,,0.56,ak,ak11736805,2015-10-16 23:33:45.43+00,"58km SE of Cantwell, Alaska",earthquake
1592,0101000020E6100000857CD0B3597D66404C37894160AD4940,2015-10-11 18:30:49+00,51.3545,179.9172,14.8,2.2,ml,,,,0.36,ak,ak11741219,2015-10-16 23:34:24.71+00,"68km W of Amatignak Island, Alaska",earthquake
1593,0101000020E61000003A014D840D3F5DC0CC5D4BC807B54240,2015-10-11 18:20:18.113+00,37.4143,-116.9852,1.9,0.9,ml,13,121.06,0.342,0.0663,nn,nn00514333,2015-10-11 21:24:17.316+00,"39km SE of Goldfield, Nevada",earthquake
1594,0101000020E6100000857CD0B359B950C01AC05B2041F13140,2015-10-11 18:04:42.8+00,17.9424,-66.8961,12,2.1,Md,12,180,0.03593261,0.25,pr,pr15284007,2015-10-11 19:50:48.086+00,"3km SSE of Guanica, Puerto Rico",earthquake
1595,0101000020E610000001DE02098A3F5DC0B22E6EA301B44240,2015-10-11 18:02:00.398+00,37.4063,-116.9928,15.3,0.9,ml,16,119.24,0.34,0.1043,nn,nn00514331,2015-10-12 16:26:08.545+00,"39km SSE of Goldfield, Nevada",earthquake
1596,0101000020E61000002E9CFFB2566B5EC02432BD0EE6294440,2015-10-11 17:46:35.03+00,40.3273333,-121.6771667,5.14,1.18,md,11,106,0.101,0.1,nc,nc72535395,2015-10-13 18:00:14.19+00,"25km SE of Shingletown, California",earthquake
1597,0101000020E61000003B014D840DB562C02B3A92CB7F084F40,2015-10-11 17:42:44+00,62.0664,-149.6579,47.1,1.5,ml,,,,0.51,ak,ak11736803,2015-10-16 23:34:36.638+00,"14km SE of Y, Alaska",earthquake
1598,0101000020E61000004082E2C7983766C0C798BB9690DF4940,2015-10-11 17:41:49+00,51.7466,-177.7374,64.6,3,ml,,,,0.44,ak,ak11736801,2015-10-16 23:35:07.1+00,"31km ESE of Tanaga Volcano, Alaska",earthquake
1599,0101000020E6100000355EBA490C725DC079E9263108044240,2015-10-11 17:28:54.13+00,36.0315,-117.782,1.79,0.88,ml,21,79,0.01495,0.15,ci,ci37474384,2015-10-12 18:53:39.909+00,"15km E of Coso Junction, California",earthquake
1600,0101000020E610000039B4C876BED962C0545227A089884F40,2015-10-11 17:22:58+00,63.0667,-150.8045,114.8,1.7,ml,,,,0.42,ak,ak11736799,2015-10-16 23:34:38.836+00,"90km NNW of Talkeetna, Alaska",earthquake
1601,0101000020E6100000AF726891EDB45EC02B8716D9CE674340,2015-10-11 17:12:06.1+00,38.811,-122.827,1.97,1.27,md,14,83,0.02495,0.06,nc,nc72535380,2015-10-14 21:17:01.74+00,"7km WNW of The Geysers, California",earthquake
1602,0101000020E610000020B0726891F951C06ABC749318A43EC0,2015-10-11 16:54:58.3+00,-30.641,-71.8995,26.06,4.6,mwr,,86,0.23,1.29,us,us10003mve,2015-10-15 19:37:02.509+00,"67km W of Ovalle, Chile",earthquake
1603,0101000020E6100000FC87F4DBD7E362C043696FF085194F40,2015-10-11 16:52:41+00,62.1994,-151.1201,70.2,1.4,ml,,,,0.28,ak,ak11741215,2015-10-16 23:34:23.971+00,"54km WSW of Talkeetna, Alaska",earthquake
1604,0101000020E610000088F4DBD781FF5CC0C217265305834240,2015-10-11 16:49:44.06+00,37.0236,-115.9923,6.5,-0.3,ml,8,148,0.033,0.1215,nn,nn00514353,2015-10-11 22:31:16.002+00,"69km E of Beatty, Nevada",earthquake
1605,0101000020E61000004F1E166A4D1363C018265305A3624E40,2015-10-11 16:42:29+00,60.7706,-152.6032,116.5,1.8,ml,,,,0.43,ak,ak11741214,2015-10-16 23:34:22.683+00,"32km NNE of Redoubt Volcano, Alaska",earthquake
1606,0101000020E610000059643BDF4FB15EC0BCA0CF91A6644340,2015-10-11 16:38:34.62+00,38.7863333,-122.7705,3.88,1.53,md,16,75,0.02902,0.03,nc,nc72535375,2015-10-14 21:08:59.73+00,"1km NW of The Geysers, California",earthquake
1607,0101000020E610000023E6481D136C63C08D976E1283703340,2015-10-11 16:21:48.43+00,19.4395,-155.3773333,8.733,1.83,md,56,48,0.05402,0.11,hv,hv61059176,2015-10-15 23:49:23.39+00,"14km W of Volcano, Hawaii",earthquake
1608,0101000020E61000005EBA490C020B5EC096438B6CE70B4240,2015-10-11 16:21:05.84+00,36.093,-120.172,6.72,1.54,md,45,135,0.2101,0.1,nc,nc72535370,2015-10-17 00:26:17.587+00,"10km NNW of Avenal, California",earthquake
1609,0101000020E61000008601F0F46F045DC033333333339B4040,2015-10-11 16:12:50.43+00,33.2125,-116.0693333,5.67,1.29,ml,46,39,0.09716,0.21,ci,ci37474376,2015-10-12 18:46:19.69+00,"10km NE of Ocotillo Wells, California",earthquake
1610,0101000020E6100000E561A1D6343163C0166A4DF38E0F5040,2015-10-11 16:11:34+00,64.2431,-153.5377,4,1.4,ml,,,,0.63,ak,ak11736794,2015-10-16 23:34:37.965+00,"108km ESE of Ruby, Alaska",earthquake
1611,0101000020E6100000BB74931804F65DC095174FF3444D4740,2015-10-11 16:09:00.56+00,46.6036667,-119.844,6.997,-0.04,md,6,163,0.04579,0.02,uw,uw61076937,2015-10-12 18:47:21.8+00,"10km SSE of Desert Aire, Washington",earthquake
1612,0101000020E6100000E6AE25E483EC62C0F4B9DA8AFD454F40,2015-10-11 16:06:35+00,62.5468,-151.3911,6,1.6,ml,,,,0.77,ak,ak11736793,2015-10-16 23:32:52.197+00,"70km WNW of Talkeetna, Alaska",earthquake
1613,0101000020E6100000840D4FAF940363C025E4839ECD3A4E40,2015-10-11 15:51:27+00,60.4594,-152.1119,79.3,1.6,ml,,,,0.41,ak,ak11741211,2015-10-16 23:34:21.64+00,"34km E of Redoubt Volcano, Alaska",earthquake
1614,0101000020E6100000C286A757CA0250C00AD7A3703D9A3240,2015-10-11 15:47:14.9+00,18.6025,-64.0436,62,2.7,Md,8,284.4,0.30093562,0.28,pr,pr15284006,2015-10-15 18:41:10.04+00,"63km ENE of Road Town, British Virgin Islands",earthquake
1615,0101000020E61000003D7958A835995DC0CC7F48BF7DFD4240,2015-10-11 15:20:57.752+00,37.9804,-118.3939,4.1,0.8,ml,6,185.86,0.184,0.0697,nn,nn00514327,2015-10-11 21:22:55.864+00,"62km NE of Mammoth Lakes, California",earthquake
1616,0101000020E6100000D7F0F44A590A5EC0F697DD9387FD4440,2015-10-11 15:19:59.374+00,41.9807,-120.1617,5.1,0.9,ml,4,138.84,0.131,0.1608,nn,nn00514442,2015-10-12 18:33:05.242+00,"27km SSE of Lakeview, Oregon",earthquake
1617,0101000020E610000088635DDC469F62C03B014D840D335040,2015-10-11 15:19:30+00,64.7977,-148.9774,19.9,1.3,ml,,,,0.48,ak,ak11736739,2015-10-16 23:32:51.268+00,"25km NNE of North Nenana, Alaska",earthquake
1618,0101000020E610000046B6F3FDD4405DC0AD69DE718A964240,2015-10-11 15:19:10.244+00,37.1761,-117.013,11.1,0.7,ml,15,199.04,0.197,0.1276,nn,nn00514326,2015-10-11 21:22:39.763+00,"37km NW of Beatty, Nevada",earthquake
1619,0101000020E6100000D712F241CF1663C0C3B12E6EA3394D40,2015-10-11 15:17:45+00,58.4503,-152.7128,59.2,2.7,ml,,,,0.49,ak,ak11736735,2015-10-16 23:33:47.201+00,"75km NNW of Kodiak, Alaska",earthquake
1620,0101000020E6100000B6099C11CAB05EC0B0726891ED644340,2015-10-11 15:08:46.29+00,38.7885,-122.7623333,0.88,1.13,md,8,154,0.03227,0.02,nc,nc72535360,2015-10-15 02:04:20.3+00,"1km NNW of The Geysers, California",earthquake
1621,0101000020E61000007C3F355EBA715DC0EA526D814E034240,2015-10-11 15:06:46.16+00,36.0258333,-117.777,1.66,0.56,ml,21,66,0.009537,0.16,ci,ci37474368,2015-10-12 18:29:27.588+00,"15km NE of Little Lake, California",earthquake
1622,0101000020E610000052B81E85EB2B63C087F4DBD781FB4D40,2015-10-11 15:02:48+00,59.9649,-153.3725,137.5,3.2,ml,,,,0.51,ak,ak11736719,2015-10-16 23:33:23.627+00,"67km SSW of Redoubt Volcano, Alaska",earthquake
1623,0101000020E61000002D431CEBE2E062C00BB5A679C7794F40,2015-10-11 15:01:31+00,62.9514,-151.0277,110.6,1.7,ml,,,,0.35,ak,ak11736717,2015-10-16 23:32:54.913+00,"84km NNW of Talkeetna, Alaska",earthquake
1624,0101000020E610000078E92631089C5DC0490C022B87FE4240,2015-10-11 14:59:50.696+00,37.9885,-118.438,10.4,0.9,ml,11,122.67,0.15,0.1062,nn,nn00514324,2015-10-11 21:23:32.31+00,"60km NE of Mammoth Lakes, California",earthquake
1625,0101000020E61000005C6DC5FEB29B5DC0105839B4C8FE4240,2015-10-11 14:51:15.11+00,37.9905,-118.4328,6.9,1,ml,12,123.36,0.267,0.118,nn,nn00514330,2015-10-11 21:23:17.075+00,"60km NE of Mammoth Lakes, California",earthquake
1626,0101000020E610000063EE5A423EDC62C0151DC9E53F8C4F40,2015-10-11 14:41:26+00,63.0957,-150.8826,124.4,1.4,ml,,,,0.29,ak,ak11741206,2015-10-16 23:34:20.675+00,"94km NNW of Talkeetna, Alaska",earthquake
1627,0101000020E6100000E5E6C0174BF65DC05A643BDF4F4D4740,2015-10-11 14:39:52.13+00,46.604,-119.8483333,7.206,1.67,ml,16,88,0.04573,0.07,uw,uw61076927,2015-10-12 18:42:42.08+00,"9km SSE of Desert Aire, Washington",earthquake
1628,0101000020E610000039234A7B832566403C2CD49AE6054A40,2015-10-11 14:34:57+00,52.0461,177.1723,26.4,2.8,ml,,,,0.79,ak,ak11736667,2015-10-16 23:35:54.16+00,"30km WSW of Kiska Volcano, Alaska",earthquake
1629,0101000020E610000062105839B4FC5BC0CDF808466FD34340,2015-10-11 14:02:19.4+00,39.6518333,-111.9485,6.5,1.82,ml,20,60,0.118,0.21,uu,uu60126022,2015-10-14 18:06:57.56+00,"11km SW of Nephi, Utah",earthquake
1630,0101000020E610000085EB51B81EAF62C0B0726891EDA44E40,2015-10-11 14:00:03+00,61.2885,-149.4725,27.8,1.4,ml,,,,0.38,ak,ak11736664,2015-10-16 23:32:54.242+00,"24km ENE of Anchorage, Alaska",earthquake
1631,0101000020E61000009D11A5BDC14F51C0158C4AEA04643FC0,2015-10-11 13:59:24.54+00,-31.3907,-69.2462,116.79,4.2,mb,,63,0.504,0.97,us,us10003muw,2015-10-15 17:43:44.924+00,"16km ESE of Calingasta, Argentina",earthquake
1632,0101000020E610000039D6C56D34106340302AA913D05C4740,2015-10-11 13:32:03.34+00,46.7251,152.5064,68.88,5,mb,,41,6.69,0.71,us,us10003muv,2015-10-15 17:25:25.091+00,Kuril Islands,earthquake
1633,0101000020E61000001A457B6157685DC0C3F5285C8FFA4040,2015-10-11 13:30:07.63+00,33.9575,-117.6303333,4.11,0.86,ml,23,68,0.07394,0.22,ci,ci37474360,2015-10-12 13:07:17.138+00,"8km WNW of Norco, California",earthquake
1634,0101000020E6100000B6DD5F9827125DC0435F306E59434140,2015-10-11 13:26:24.6+00,34.5261667,-116.2836667,2.4,1.22,ml,18,87,0.1907,0.17,ci,ci37474352,2015-10-12 17:22:06.595+00,"24km SSW of Ludlow, California",earthquake
1635,0101000020E6100000AC06BC27EAD35EC0FC7DB559ABA34340,2015-10-11 13:25:17.2+00,39.2786667,-123.3111667,7,1.87,md,25,50,0.07329,0.07,nc,nc72535350,2015-10-16 23:52:30.03+00,"9km W of Redwood Valley, California",earthquake
